ID,ano,numero_questao,enunciado,alternativas,resposta_correta,prova_cor
237,2021,178,"Uma unidade de medida comum usada para expressar áreas de terrenos de grandes dimensões é o hectare, que equivale a 10.000 m2. Um fazendeiro decide fazer um loteamento utilizando 3 hectares de sua fazenda, dos quais 0,9 hectare será usado para a construção de ruas e calçadas e o restante será dividido em terrenos com área de 300 m2cada um. Os 20 primeiros terrenos vendidos terão preços promocionais de R$ 20.000,00 cada, e os demais, R$ 30.000,00 cada.Nas condições estabelecidas, o valor total, em real, obtido pelo fazendeiro com a venda de todos os terrenos será igual a",a) 700.000.b) 1.600.000.c) 1.900.000.d) 2.200.000.e) 2.800.000.,C,verde
238,2021,179,Uma pessoa produzirá uma fantasia utilizando como materiais: 2 tipos de tecidos diferentes e 5 tipos distintos de pedras ornamentais. Essa pessoa tem à sua disposição 6 tecidos diferentes e 15 pedras ornamentais distintas.A quantidade de fantasias com materiais diferentes que podem ser produzidas é representada pela expressão,A) (6! / (4! * 2!)) * (15! / (10! * 5!)) B) (6! / (4! * 2!)) + (15! / (10! * 5!)) C) (6! / 2!) + (15! / 5!) D) (6! / 2!) * (15! / 5!) E) 21! / (7! * 14!),A,verde
239,2021,180,"Os diretores de uma escola precisam construir um laboratório para uso dos alunos. Há duas possibilidades:(i) um laboratório do tipo A, com capacidade para 100 usuários, a um custo de 180 mil reais e gastos de 60 mil reais por ano para manutenção;(ii) um laboratório do tipo B, com capacidade para 80 usuários, a um custo de 120 mil reais e gastos com manutenção de 16 mil reais por ano.Considera-se que, em qualquer caso, o laboratório implantado será utilizado na totalidade de sua capacidade.A economia da escola, na utilização de um laboratório tipo B, em vez de um laboratório tipo A, num período de 4 anos, por usuário, será de","a) 1,31 mil reais.b) 1,90 mil reais.c) 2,30 mil reais.d) 2,36 mil reais.e) 2,95 mil reais.",B,verde
240,2023,137,"Os 100 funcionários de uma empresa estão distribuídos em dois setores: Produção e Administração. Os funcionários de um mesmo setor recebem salários com valores iguais. O quadro apresenta a quantidade de funcionários por setor e seus respectivos salários.\begin{tabular}{|c|c|c|}\hline\textbf{Setor} & \textbf{Quantidade de funcionários} & \textbf{Salário (em real)} \\ \hlineProdução & 75 & 2.000,00 \\ \hlineAdminis-tração & 25 & 7.000,00 \\ \hline\end{tabular}A média dos salários dos 100 funcionários dessa empresa, em real, é","a) 2.000,00.   a) 2.000,00.   c) 3.250,00.   d) 4.500,00.   e) 9.000,00.",C,verde
241,2023,138,"Visando atrair mais clientes, o gerente de uma loja anunciou uma promoção em que cada cliente que realizar uma compra pode ganhar um voucher para ser usado em sua próxima compra. Para ganhar seu voucher, o cliente precisa retirar, ao acaso, uma bolinha de dentro de cada uma das duas urnas A e B disponibilizadas pelo gerente, nas quais há apenas bolinhas pretas e brancas.Atualmente, a probabilidade de se escolher, ao acaso, uma bolinha preta na urna A é igual a 20% e a probabilidade de se escolher uma bolinha preta na urna B é 25%. Ganha o voucher o cliente que retirar duas bolinhas pretas, uma de cada urna.Com o passar dos dias, o gerente percebeu que, para a promoção ser viável aos negócios, era preciso alterar a probabilidade de acerto do cliente sem alterar a regra da promoção. Para isso, resolveu alterar a quantidade de bolinhas brancas na urna B de forma que a probabilidade de um cliente ganhar o voucher passasse a ser menor ou igual a 1%. Sabe-se que a urna B tem 4 bolinhas pretas e que, em ambas as urnas, todas as bolinhas têm a mesma probabilidade de serem retiradas. Qual é o número mínimo de bolinhas brancas que o gerente deve adicionar à urna B?",a) 20   b) 60   c) 64    d) 68   e) 80,C,verde
242,2023,141,"No alojamento de uma universidade, há alguns quartos com o padrão superior ao dos demais. Um desses quartos ficou disponível, e muitos estudantes se candidataram para morar no local. Para escolher quem ficará com o quarto, um sorteio será realizado. Para esse sorteio, cartões individuais com os nomes de todos os estudantes inscritos serão depositados em uma urna, sendo que, para cada estudante de primeiro ano, será depositado um único cartão com seu nome; para cada estudante de segundo ano, dois cartões com seu nome; e, para cada estudante de terceiro ano, três cartões com seu nome. Foram inscritos 200 estudantes de primeiro ano, 150 de segundo ano e 100 de terceiro ano. Todos os cartões têm a mesma probabilidade de serem sorteados. Qual a probabilidade de o vencedor do sorteio ser um estudante de terceiro ano?",a) $\frac{1}{2}$b) $\frac{1}{3}$c) $\frac{1}{8}$d) $\frac{2}{9}$e) $\frac{3}{8}$,E,verde
243,2023,142,"A água utilizada pelos 75 moradores de um vilarejo provém de um reservatório de formato cilíndrico circular reto cujo raio da base mede 5 metros, sempre abastecido no primeiro dia de cada mês por caminhões-pipa. Cada morador desse vilarejo consome, em média, 200 litros de água por dia.No mês de junho de um determinado ano, o vilarejo festejou o dia do seu padroeiro e houve um gasto extra de água nos primeiros 20 dias. Passado esse período, as pessoas verificaram a quantidade de água presente no reservatório e constataram que o nível da coluna de água estava em 1,5 metro. Decidiram, então, fazer um racionamento de água durante os 10 dias seguintes. Considere 3 como aproximação para $\pi$Qual é a quantidade mínima de água, em litro, que cada morador, em média, deverá economizar por dia, de modo que o reservatório não fique sem água nos próximos 10 dias?",a) 50   b) 60   c) 80   d) 140   e) 150,A,verde
244,2023,143,"Em janeiro do ano passado, a direção de uma fábrica abriu uma creche para os filhos de seus funcionários, com 10 salas, cada uma com capacidade para atender 10 crianças a cada ano. As vagas são sorteadas entre os filhos dos funcionários inscritos, enquanto os não contemplados pelo sorteio formam uma lista de espera. No ano passado, a lista de espera teve 400 nomes e, neste ano, esse número cresceu 10%.A direção da fábrica realizou uma pesquisa e constatou que a lista de espera para o próximo ano terá a mesma quantidade de nomes da lista de espera deste ano. Decidiu, então, construir, ao longo desse ano, novas salas para a creche, também com capacidade de atendimento para 10 crianças cada, de modo que o número de nomes na lista de espera no próximo ano seja 25% menor que o deste ano. O número mínimo de salas que deverão ser construídas é",a) 10.   b) 11.   c) 13.   d) 30.   e) 33.,B,verde
245,2023,147,"Alguns estudos comprovam que os carboidratos fornecem energia ao corpo, preservam as proteínas estruturais dos músculos durante a prática de atividade física e ainda dão força para o cérebro coordenar os movimentos, o que de fato tem impacto positivo no desenvolvimento do praticante. O ideal é consumir 1 grama de carboidrato para cada minuto de caminhada. GIRINO, C. Boa pergunta: consumir carboidratos antes dos exercícios melhora o desempenho do atleta? Revista Saúde! É Vital, n. 330, nov. 2010 (adaptado).  Um casal realizará diariamente 30 minutos de caminhada, ingerindo, antes dessa atividade, a quantidade ideal de carboidratos recomendada. Para ter o consumo ideal apenas por meio do consumo de pão de fôrma integral, o casal planeja garantir o suprimento de pães para um período de 30 dias ininterruptos. Sabe-se que cada pacote desse pão vem com 18 fatias, e que cada uma delas tem 15 gramas de carboidratos. A quantidade mínima de pacotes de pão de forma necessários para prover o suprimento a esse casal é",a) 1.   b) 4.   c) 6.   d) 7.   e) 8.,D,verde
246,2023,150,"Dirigir após ingerir bebidas alcoólicas é urna atitude extremamente perigosa, uma vez que, a partir da primeira dose, a pessoa já começa a ter perda de sensibilidade de movimentos e de reflexos. Apesar de a eliminação e absorção do álcool depender de cada pessoa e de como o organismo consegue metabolizar a substância, ao final da primeira hora após a ingestão, a concentração de álcool (C) no sangue corresponde a aproximadamente 90% da quantidade (q) de álcool ingerida, e a eliminação total dessa concentração pode demorar até 12 horas. Disponível em: http://g1.globo.com. Acesso em: 1 dez. 2018 (adaptado).  Nessas condições, ao final da primeira hora após a ingestão da quantidade q de álcool, a concentração C dessa substância no sangue é expressa algebricamente por","a) C = 0,9q   b) C = 0,1q   c) C = 1 – 0,1q   d) C = 1 – 0,9q   e) C = q – 10",A,verde
247,2023,152,"A exposição a alguns níveis sonoros pode causar lesões auditivas. Por isso, em uma indústria, são adotadas medidas preventivas de acordo com a máquina que o funcionário opera e o nível $N$ de intensidade do som, medido em decibel (dB), a que o operário é exposto, sendo $N = \log_{10} I^{10} - \log_{10} I_0^{10}$, $I$ a intensidade do som e $I_0 = 10^{-12} \text{ W/m}^2$.Disponível em: www.sofisica.com.br. Acesso em: 8 jul. 2015 (adaptado).Quando o som é considerado baixo, ou seja, $N = 48 \text{ dB}$ ou menos, deve ser utilizada a medida preventiva I. No caso de o som ser moderado, quando $N$ está no intervalo $(48 \text{ dB}, 55 \text{ dB})$, deve ser utilizada a medida preventiva II. Quando o som é moderado alto, que equivale a $N$ no intervalo $(55 \text{ dB}, 80 \text{ dB})$, a medida preventiva a ser usada é a III. Se $N$ estiver no intervalo $(80 \text{ dB}, 115 \text{ dB})$, quando o som é considerado alto, deve ser utilizada a medida preventiva IV. E se o som é considerado muito alto, com $N$ maior que $115 \text{ dB}$, deve-se utilizar a medida preventiva V.Uma nova máquina, com $I = 8 \times 10^{-8} \text{ W/m}^2$, foi adquirida e será classificada de acordo com o nível de ruído que produz.Considere 0,3 como aproximação para $\log_{10} 2$.O funcionário que operará a nova máquina deverá adotar a medida preventiva",a) I.   b) II.   c) III.   d) IV.   e) V.,B,verde
248,2023,153,"Um supermercado conta com cinco caixas disponíveis para pagamento. Foram instaladas telas que apresentam o tempo médio gasto por cada caixa para iniciar e finalizar o atendimento de cada cliente, e o número de pessoas presentes na fila de cada caixa em tempo real. Um cliente, na hora de passar sua compra, sabendo que cada um dos cinco caixas iniciará um novo atendimento naquele momento, pretende gastar o menor tempo possível de espera na fila. Ele observa que as telas apresentavam as informações a seguir. - Caixa I: atendimento 12 minutos, 5 pessoas na fila.- Caixa II: atendimento 6 minutos, 9 pessoas na fila.- Caixa III: atendimento 5 minutos, 6 pessoas na fila.- Caixa IV: atendimento 15 minutos, 2 pessoas na fila.- Caixa V: atendimento 9 minutos, 3 pessoas na fila. Para alcançar seu objetivo, o cliente deverá escolher o caixa",a) I.   b) II.   c) III.   d) IV.   e) V.,E,verde
249,2023,158,"Um pescador tem um custo fixo diário de R$ 900,00 com combustível, iscas, manutenção de seu barco e outras pequenas despesas. Ele vende cada quilograma de peixe por R$ 5,00. Sua meta é obter um lucro mínimo de R$ 800,00 por dia. Sozinho, ele consegue, ao final de um dia de trabalho, pescar 180 kg de peixe, o que é suficiente apenas para cobrir o custo fixo diário. Portanto, precisa contratar ajudantes, pagando para cada um R$ 250,00 por dia de trabalho. Além desse valor, 4% da receita obtida pela venda de peixe é repartida igualmente entre os ajudantes. Considerando o tamanho de seu barco, ele pode contratar até 5 ajudantes. Ele sabe que com um ajudante a pesca diária é de 300 kg e que, a partir do segundo ajudante contratado, aumenta-se em 100 kg a quantidade de peixe pescada por ajudante em um dia de trabalho. A quantidade mínima de ajudantes que esse pescador precisa contratar para conseguir o lucro diário pretendido é",a) 1.   b) 2.   c) 3.   d) 4.   e) 5.,D,verde
250,2023,159,"Um agricultor é informado sobre um método de proteção para sua lavoura que consiste em inserir larvas específicas, de rápida reprodução. A reprodução dessas larvas faz com que sua população multiplique-se por 10 a cada 3 dias e, para evitar eventuais desequilíbrios, é possível cessar essa reprodução aplicando-se um produto $X$. O agricultor decide iniciar esse método com 100 larvas e dispõe de 5 litros do produto $X$, cuja aplicação recomendada é de exatamente 1 litro para cada população de 200.000 larvas. A quantidade total do produto $X$ de que ele dispõe deverá ser aplicada de uma única vez.Quantos dias após iniciado esse método o agricultor deverá aplicar o produto $X$?",a) 2   b) 4   c) 6   d) 12   e) 18,D,verde
251,2023,160,"Ao realizar o cadastro em um aplicativo de investimentos, foi solicitado ao usuário que criasse uma senha, sendo permitido o uso somente dos seguintes caracteres:algarismos de 0 a 9;26 letras minúsculas do alfabeto;26 letras maiúsculas do alfabeto;6 caracteres especiais !, @, #, $, *, &.Três tipos de estruturas para senha foram apresentadas ao usuário:- tipo I: formada por quaisquer quatro caracteres distintos, escolhidos dentre os permitidos;- tipo II: formada por cinco caracteres distintos, iniciando por três letras, seguidas por um algarismo e, ao final, um caractere especial;- tipo III: formada por seis caracteres distintos, iniciando por duas letras, seguidas por dois algarismos e, ao final, dois caracteres especiais.Considere $p_1$, $p_2$ e $p_3$ as probabilidades de se descobrirem ao acaso, na primeira tentativa, as senhas dos tipos I, II e III, respectivamente.Nessas condições, o tipo de senha que apresenta a menor probabilidade de ser descoberta ao acaso, na primeira tentativa, é o","a) tipo I, pois p1 < p2 < p3.   b) tipo I, pois tem menor quantidade de caracteres.   c) tipo II, pois tem maior quantidade de letras.   d) tipo III, pois p3 < p2 < p1.   e) tipo III, pois tem maior quantidade de caracteres.",A,verde
252,2023,161,"Uma loja vende seus produtos de duas formas: à vista ou financiado em três parcelas mensais iguais. Para definir o valor dessas parcelas nas vendas financiadas, a loja aumenta em 20% o valor do produto à vista e divide esse novo valor por 3. A primeira parcela deve ser paga no ato da compra, e as duas últimas, em 30 e 60 dias após a compra.Um cliente da loja decidiu comprar, de forma financiada, um produto cujo valor à vista é R$ 1.500,00.Utilize 5,29 como aproximação para $\sqrt{28}$A taxa mensal de juros compostos praticada nesse financiamento é de","a) 6, 7 %b) 10 %c) 20 %d) 21, 5 %e) 23, 3 %",D,verde
253,2023,162,"Para concretar a laje de sua residência, uma pessoa contratou uma construtora. Tal empresa informa que o preço $y$ do concreto bombeado é composto de duas partes: uma fixa, chamada de taxa de bombeamento, e uma variável, que depende do volume $x$ de concreto utilizado. Sabe-se que a taxa de bombeamento custa R$ 500,00 e que o metro cúbico do concreto bombeado é de R$ 250,00.A expressão que representa o preço $y$ em função do volume $x$, em metro cúbico, é",a) $y = 250x$b) $y = 500x$c) $y = 750x$d) $y = 250x + 500$e) $y = 500x + 250$,D,verde
254,2023,166,"Uma pessoa pratica quatro atividades físicas – caminhar, correr, andar de bicicleta e jogar futebo l – como parte de seu programa de emagrecimento. Essas atividades são praticadas semanalmen te de acordo com o quadro, que apresenta o número de horas diárias por atividade.\begin{tabular}{|c|c|c|c|c|}\hline\textbf{Dias da sem ana} & \textbf{Caminh ar} & \textbf{Corr er} & \textbf{Andar de bicicl eta} & \textbf{Jogar futeb ol} \\ \hlineSegunda-feir a & 1,0 & 0,5 & 0,0 & 2,0 \\ \hlineTerça-feira & 0,5 & 1,0 & 0,5 & 1,0 \\ \hlineQuarta-feira & 0,0 & 1,5 & 1,0 & 0,5 \\ \hlineQuinta-feira & 0,0 & 2,0 & 0,0 & 0,0 \\ \hlineSexta-feira & 0,0 & 0,5 & 0,0 & 2,5 \\ \hline\end{tabular}Ela deseja comemorar seu aniversário e escolhe o dia da semana em que o gasto calórico com as atividades física praticadas for o maior. Para tanto, considera que os valores dos gastos calóricos das atividades por hora ($cal/h$) são os seguintes:\begin{tabular}{|c|c|c|c|c|}\hline\textbf{Atividade física} & \textbf{Camin har} & \textbf{Corr er} & \textbf{Andra de bicicl eta} & \textbf{Jogar futeb ol} \\ \hline\textbf{Gasto calórico (ca l/h)} & 248 & 764 & 356 & 492 \\ \hline\end{tabular}O dia da semana em que será comemorado o aniversário é",a) segunda-feira.   b) terça-feira.   c) quarta-feira.   d) quinta-feira.   e) sexta-feira.,C,verde
255,2023,167,"A cada bimestre, a diretora de uma escola compra uma quantidade de folhas de papel ofício proporcional ao número de alunos matriculados. No bimestre passado, ela comprou 6.000 folhas para serem utilizadas pelos 1.200 alunos matriculados. Neste bimestre, alguns alunos cancelaram suas matrículas e a escola tem, agora, 1.150 alunos. A diretora só pode gastar R$ 220,00 nessa compra, e sabe que o fornecedor da escola vende as folhas de papel ofício em embalagens de 100 unidades a R$ 4,00 a embalagem. Assim, será preciso convencer o fornecedor a dar um desconto à escola, de modo que seja possível comprar a quantidade total de papel ofício necessária para o bimestre.O desconto necessário no preço final da compra, em porcentagem, pertence ao intervalo","a) (5,0; 5,5).   b) (8,0; 8,5).   c) (11,5; 12,5).   d) (19,5; 20,5).   e) (3,5; 4,0).",A,verde
256,2023,168,"Em um colégio público, a admissăo no primeiro ano se dá por sorteio. Neste ano há 55 candidatos, cujas inscriçőes săo numeradas de 01 a 55. O sorteio de cada número de inscriçăo será realizado em etapas, utilizando-se duas urnas. Da primeira urna será sorteada uma bola, dentre bolas numeradas de 0 a 9, que representará o algarismo das unidades do número de inscriçăo a ser sorteado e, em seguida, da segunda urna, será sorteada uma bola para representar o algarismo das dezenas desse número. Depois do primeiro sorteio, e antes de se sortear o algarismo das dezenas, as bolas que estarăo presentes na segunda urna serăo apenas aquelas cujos números formam, como algarismo já sorteado, um número de 01 a 55. As probabilidades de os candidatos de inscriçăo número 50 e 02 serem sorteados săo, respectivamente,",a) $\frac{1}{50}$ e $\frac{1}{60}$b) $\frac{1}{50}$ e $\frac{1}{50}$c) $\frac{1}{50}$ e $\frac{1}{10}$d) $\frac{1}{55}$ e $\frac{1}{54}$e) $\frac{1}{100}$ e $\frac{1}{100}$,A,verde
257,2023,170,"Analisando as vendas de uma empresa, o gerente concluiu que o montante diário arrecadado, e m milhar de real, poderia ser calculado pela expressão $V(x) = \frac{x^2}{4} - 10x + 105$, em que os va lores de $x$ representam os dias do mês, variando de 1 a 30.Um dos fatores para avaliar o desempenho mensal da empresa é verificar qual é o menor monta nte diário $V_0$ arrecadado ao longo do mês e classificar o desempenho conforme as categorias ap resentadas a seguir, em que as quantidades estão expressas em milhar de real.- Ótimo: $V_0 \ge 24$- Bom: $20 \le V_0 < 24$- Normal: $10 \le V_0 < 20$- Ruim: $4 \le V_0 < 10$- Péssimo: $V_0 < 4$No caso analisado, qual seria a classificação do desempenho da empresa?",a) Ótimo.   b) Bom.   c) Normal.   d) Ruim.   e) Péssimo.,D,verde
258,2023,171,"O calendário maia apresenta duas contagens simultâneas de anos, o chamado ano Tzolkim, composto por 260 dias e que determinava o calendário religioso, e o ano Haab, composto por 365 dias e que determinava o calendário agrícola. Um historiador encontrou evidências de que gerações de uma mesma família governaram certa comunidade maia pelo período de 20 ciclos, sendo cada ciclo formado por 52 anos Haab.Disponível em: www.suapesquisa.com. Acesso em: 20 ago. 2014.De acordo com as informações fornecidas, durante quantos anos Tzolkim aquela comunidade maia foi governada por tal família?",a) 741   b) 1.040   c) 1.460   d) 2.100   e) 5.200,C,verde
259,2023,173,"Entre maratonistas, um parâmetro utilizado é o de economia de corrida (EC). O valor desse parâmetro é calculado pela razão entre o consumo de oxigênio, em mililitro (mL) por minuto (min), e a massa, em quilograma (kg), do atleta correndo a uma velocidade constante. Disponível em: www.treinamentonline.com.br. Acesso em: 23 out. 2019 (adaptado).  Um maratonista, visando melhorar sua performance, auxiliado por um médico, mensura o seu consumo de oxigênio por minuto a velocidade constante. Com base nesse consumo e na massa do atleta, o médico calcula o EC do atleta. A unidade de medida da grandeza descrita pelo parâmetro EC é",a) $\frac{\text{min}}{\text{mL} \cdot \text{kg}}$b) $\frac{\text{mL}}{\text{min} \cdot \text{kg}}$c) $\frac{\text{min} \cdot \text{mL}}{\text{kg}}$d) $\frac{\text{min} \cdot \text{kg}}{\text{mL}}$e) $\frac{\text{mL} \cdot \text{kg}}{\text{min}}$,B,verde
260,2023,175,"O metrô de um município oferece dois tipos de tíquetes com colorações diferentes, azul e vermelha, sendo vendidos em cartelas, cada qual com nove tíquetes da mesma cor e mesmo valor unitário. Duas cartelas de tíquetes azuis e uma cartela de tíquetes vermelhos são vendidas por R$ 32,40. Sabe-se que o preço de um tíquete azul menos o preço de um tíquete vermelho é igual ao preço de um tíquete vermelho mais cinco centavos. Qual o preço, em real, de uma cartela de tíquetes vermelhos?","a) 4,68   b) 6,30   c) 9,30   d) 10,50   e) 10,65",B,verde
261,2023,180,"Um tipo de semente necessita de bastante água nos dois primeiros meses após o plantio. Um produtor pretende estabelecer o melhor momento para o plantio desse tipo de semente, nos meses de outubro a março. Após consultar a previsão do índice mensal de precipitação de chuva (ImPC) da região onde ocorrerá o plantio, para o período chuvoso de 2020-2021, ele obteve os seguintes dados: - outubro/2020: ImPC = 250 mm;- novembro/2020: ImPC = 150 mm;- dezembro/2020: ImPC = 200 mm;- janeiro/2021: ImPC = 450 mm;- fevereiro/2021: ImPC = 100 mm;- março/2021: ImPC = 200 mm. Com base nessas previsões, ele precisa escolher dois meses consecutivos em que a média mensal de precipitação seja a maior possível. No início de qual desses meses o produtor deverá plantar esse tipo de semente?",a) Outubro.   b) Novembro.   c) Dezembro.   d) Janeiro.   e) Fevereiro.,C,verde
262,2024,137,"Ao calcular a média de suas notas em 4 provas, um estudante dividiu, por engano, a soma das notas por 5. Com isso, a média obtida foi 1 unidade menor do que deveria ser, caso fosse calculada corretamente.O valor correto da média das notas desse estudante é",a) 4.   b) 5.   c) 6.   d) 19.e) 21.,B,verde
263,2024,139,"Um artesão utiliza dois tipos de componentes, $X$ e $Y$, nos enfeites que produz. Ele sempre compr a todos os componentes em uma mesma loja. O quadro apresenta os preços dos dois tipos de co mponentes nas lojas $I$ e $II$.\begin{tabular}{|c|c|c|}\hline\multirow{2}{*}{\textbf{Lojas}} & \multicolumn{2}{c|}{\textbf{Preços dos componentes (R\$)}} \\ \cline{2-3}  & \textbf{X} & \textbf{Y} \\ \hlineI & 3,00 & 1,00 \\ \hlineII & 2,00 & 4,00 \\ \hline\end{tabular}Ele confeccionará enfeites formados por duas unidades do componente $X$ e uma unidade do co mponente $Y$ e efetuará a compra na loja que oferecer o menor valor total para a confecção de u m enfeite.O artesão efetuará a compra na loja","a) I, pois o valor é R$ 7,00.b) I, pois o valor é R$ 4,00.   c) II, pois o valor é R$ 6,00.   d) I, pois anuncia o componente com o menor preço.   e) II, pois o componente X, que é o mais utilizado, tem menor preço.",A,verde
264,2024,140,"João e Felipe participaram, na escola, de uma maratona de matemática na qual, durante uma se mana, resolveram 200 questões cada. Nessa maratona, a porcentagem $P$ de acertos de cada part icipante é convertida em um conceito:- insatisfatório: se $0 \le P < 50$;- regular: se $50 \le P < 60$;- bom: se $60 \le P < 75$;- muito bom: se $75 \le P < 90$;- excelente: se $90 \le P < 100$.João acertou 75% das questões da maratona e Felipe acertou 30% a menos que a quantidade de questões que João acertou.Os conceitos de João e Felipe foram, respectivamente,",a) muito bom e bom.   b) muito bom e regular.   c) muito bom e insatisfatório.d) bom e regular.   e) bom e insatisfatório.,B,verde
265,2024,143,"Uma casa de shows terá um evento cujo custo total de produção é de R$ 34.350,00, sendo que comporta 500 pessoas. O preço do ingresso será de R$ 130,00 e, normalmente, 60% das pessoas adquirem meia-entrada, pagando R$ 65,00 pelo ingresso. Além do faturamento proveniente da venda de ingressos, a casa de shows vende, com 60% de lucro, bebidas e petiscos ao público no dia do evento.Após ter vendido todos os 500 ingressos, constatou-se que a quantidade de meias-entradas vendidas superou em 50% o que estava previsto, impactando o faturamento estimado com a venda de ingressos.No dia do evento, decidiu-se manter o percentual de 60% de lucro sobre as bebidas e petiscos, pois todo o público que comprou ingresso compareceu ao show. Com isso, espera-se ter lucro de R$ 17.000,00 nesse evento.Para que se alcance o lucro esperado, o gasto médio por pessoa com bebidas e petiscos, em real, deverá ser de","a) 19,50.   b) 28,80.   c) 34,00.   d) 52,00.   e) 68,70.",D,verde
266,2024,145,"O estádio do Maracanã passou por algumas modificações estruturais para a realização da Copa d o Mundo de 2014, como, por exemplo, as dimensões do campo retangular. Para se adaptar aos p adrões da Fifa, as dimensões do campo foram reduzidas de $110\text{ m} \times 75\text{ m}$ para $105\text{ m} \times 68\text{ m}$.Disponível em: http://virgulauol.com.br. Acesso em: 14 ago. 2013 (adaptado).Em quantos metros quadrados a área do campo do Maracanã foi reduzida?",a) 24b) 35   c) 555   d) 1100      e) 1145,D,verde
267,2024,146,"Um fazendeiro pretende construir um galinheiro ocupando uma região plana de formato retangular, com lados de comprimentos L metro e C metro. Os lados serão cercados por telas de tipos diferentes. Nos lados de comprimento L metro, será utilizada uma tela cujo metro linear custa R$ 20,00, enquanto, nos outros dois lados, uma que custa R$ 15,00. O fazendeiro quer gastar, no máximo, R$ 6000,00 na compra de toda a tela necessária para o galinheiro, e deseja que o galinheiro tenha a maior área possível. Qual será a medida, em metro, do maior lado do galinheiro?",a) 85b) 100c) 175d) 200e) 350,B,verde
268,2024,149,"Em uma empresa é comercializado um produto em embalagens em formato de cilindro circular r eto, com raio medindo 3 cm, e altura medindo 15 cm. Essa empresa planeja comercializar o mes mo produto em embalagens em formato de cubo, com capacidade igual a 80% da capacidade da embalagem cilíndrica utilizada atualmente.Use 3 como valor aproximado para $\pi$.A medida da aresta da nova embalagem, em centímetro, deve ser",a) 6b) 18c) $6\sqrt{6}$d) $6\sqrt[3]{6}$e) $3\sqrt[3]{12}$,E,verde
269,2024,141,"O arquiteto Renzo Piano exibiu a maquete da nova sede do Museu Whitney de Arte Americana, um prédio assimétrico que tem um vão aberto para a galeria principal, cuja medida da área é $1.6\ 72\text{ m}^2$.Considere que a escala da maquete exibida é $1 : 200$.Época, n. 682, jun. 2011 (adaptado).A medida da área do vão aberto nessa maquete, em centímetro quadrado,","a) 4,18.   b) 8,36.   c) 41,80.   d) 83,60.   e) 418,00.",E,verde
270,2024,153,"Um instituto de pesquisa constatou que, nos últimos dez anos, o crescimento populacional de u ma cidade foi de 135,25%.Qual é a representação decimal da taxa percentual desse crescimento populacional?","a) 13525,0b) 135,25c) 13,525d) 1,3525e) 0,13525",D,verde
271,2024,154,"Contratos de vários serviços disponíveis na internet apresentam uma quantidade excessiva de in formações. Isso faz com que o tempo necessário para a leitura desses contratos possa ser longo. O quadro apresenta uma amostra do tempo considerado necessário para a leitura completa do c ontrato de alguns serviços $\alpha$ digitais.\begin{tabular}{|c|c|}\hline\textbf{Tipo de serviço} & \begin{tabular}[c]{@{}c@{}}\textbf{Tempo necessário p}\\ \textbf{ara}\\ \textbf{a leitura completa}\\ \textbf{do}\\ \textbf{contrato (em minut}\\ \textbf{o)}\end{tabular} \\ \hlineA & 36 \\ \hlineB & 17 \\ \hlineC & 27 \\ \hlineD & 13 \\ \hlineE & 13 \\ \hlineF & 13 \\ \hline\end{tabular}O tempo médio, em minuto, necessário para a leitura completa de um contrato de serviço dentr e os listados no quadro é, com uma casa decimal, aproximadamente,","a) 13,0.   b) 15,0.   c) 19,8.d) 20,0.   e) 23,3.",C,verde
272,2024,156,"O uso de aplicativos de transporte tem sido uma alternativa à população que busca preços mais competitivos para se locomover, principalmente nas grandes cidades. As formas usadas para determinar o valor cobrado por cada viagem variam de um aplicativo para outro, mas, em geral, o valor V a ser pago, em real, varia em função de: - tarifa base F: valor fixo, em real, cobrado no início da viagem;- tempo T: tempo, em minuto, de duração da viagem:- distância D: distância percorrida, em quilômetro. Um desses aplicativos cobra R$ 2,00 de valor fixo, acrescido de R$ 0,26 por minuto de viagem e de R$ 1,40 por quilômetro rodado. Nessas condições, a expressão que fornece o valor V a ser pago por uma viagem desse aplicativo é","a) 2,00F + 0,26T + 1,40Db) 2,00 + 0,26T + 1,40Dc) 2,00 + 0,26T + Dd) 0,26T + 1,40De) F + T + D",B,verde
273,2024,157,"Uma doceira vende e entrega, em seu bairro, porções de 100 g de docinhos de aniversário. Atualmente, a taxa única de entrega é R$ 10,00, e o valor cobrado por uma porção é R$ 25,00. Por uma estratégia de vendas, a partir da próxima semana, a taxa única de entrega será R$ 15,00, e um novo valor será cobrado por uma porção, de maneira que o valor total a ser pago por um cliente na compra de 5 porções permaneça o mesmo. A partir da próxima semana, qual será o novo valor cobrado, em real, por uma porção?","a) 12,50.b) 20,00.c) 24,00.d) 30,00.e) 37,50.",C,verde
